province;red;green;blue;x;x
2551;217;225;134;vainomoi;x
2552;217;225;234;vainomoi;x
2553;18;26;26;vainomoi;x
2554;118;26;26;vainomoi;x
2555;118;126;26;vainomoi;x
2556;118;126;126;vainomoi;x
2557;218;126;126;vainomoi;x
2558;218;226;126;vainomoi;x
2559;218;226;226;vainomoi;x
2560;19;34;24;vainomoi;x
2561;119;34;24;vainomoi;x
2562;119;134;24;vainomoi;x
2563;119;134;124;vainomoi;x
2564;219;134;124;vainomoi;x
2565;219;234;124;vainomoi;x
2566;219;234;224;vainomoi;x
2567;219;134;224;vainomoi;x
2568;119;134;224;vainomoi;x
2569;44;134;224;vainomoi;x
2570;94;91;98;last_finger;x
2571;194;91;98;long_island;x
2572;194;191;98;long_island;x
2573;194;191;198;long_island;x
2574;72;73;81;long_island;x
2575;172;73;81;long_island;x
2576;172;173;81;long_island;x
2577;172;173;181;long_island;x
2578;64;78;73;long_island;x
2579;164;78;73;long_island;x
2580;164;178;73;long_island;x
2581;21;14;16;verdant;x
2582;121;14;16;verdant;x
2583;121;114;16;verdant;x
2584;121;114;116;verdant;x
2585;221;114;116;verdant;x
2586;221;214;116;verdant;x
2587;221;214;216;verdant;x
2588;29;37;8;verdant;x
2589;129;37;8;verdant;x
2590;129;137;8;verdant;x
2591;129;137;108;verdant;x
2592;36;34;21;averia_cost;x
2593;136;34;21;averia_cost;x
2594;136;134;21;averia_cost;x
2595;136;134;121;averia_cost;x
2596;236;134;121;averia_cost;x
2597;236;234;121;averia_cost;x
2598;236;234;221;averia_cost;x
2599;143;28;14;averia_cost;x
2600;143;128;14;averia_cost;x
2601;143;128;114;averia_cost;x
2602;243;128;114;averia_cost;x
2603;243;228;114;averia_cost;x
2604;43;28;14;averia_cost;x
2605;36;24;28;lake_trimar;x
2606;136;24;28;lake_ewarr;x
2607;136;124;28;lake_nornor;x
2608;15;36;24;mareland;x
2609;115;36;24;lake_nornor;x
2610;115;136;24;lake_nornor;x
2611;115;136;124;lake_nornor;x
2612;215;136;124;lake_nornor;x
2613;215;236;124;lake_nornor;x
2614;215;236;224;lake_nornor;x
2615;36;45;28;lake_nornor;x
2616;136;45;28;lake_nornor;x
2617;136;145;28;lake_nornor;x
2618;136;145;128;lake_nornor;x
2619;236;145;128;lake_nornor;x
2620;236;245;128;lake_nornor;x
2621;236;245;228;lake_nornor;x
2622;45;21;34;lake_nornor;x
2623;145;21;34;lake_nornor;x
2624;145;121;34;lake_nornor;x
2625;145;121;134;lake_nornor;x
2626;245;121;134;lake_nornor;x
2627;245;221;134;lake_nornor;x
2628;245;221;234;lake_nornor;x
2629;37;23;25;lake_nornor;x
2630;137;23;25;lake_nornor;x
2631;137;123;25;lake_nornor;x
2632;137;123;125;lake_nornor;x
2633;237;123;125;lake_nornor;x
2634;237;223;125;lake_nornor;x
2635;237;223;225;lake_nornor;x
2636;109;13;24;lake_nornor;x
2637;109;113;24;lake_nornor;x
2638;131;113;124;lake_nornor;x
2639;209;113;124;lake_nornor;x
2640;209;213;124;lake_nornor;x
2641;209;213;224;lake_nornor;
2642;9;13;24;lake_nornor;x
2643;109;113;124;lake_nornor;x
2644;183;163;163;broden;x
2645;22;163;163;long_peninsula;x
2646;37;32;35;broden;x
2647;137;32;35;broden;x
2648;137;132;35;broden;x
2649;137;132;135;broden;x
2650;237;132;135;broden;x
2651;237;232;135;broden;x
2652;237;232;235;broden;x
2653;45;55;21;broden;x
2654;145;55;21;broden;x
2655;145;155;21;broden;x
2656;145;155;121;broden;x
2657;245;155;121;broden;x
2658;245;255;121;broden;x
2659;245;255;221;broden;x
2660;21;55;45;broden;x
2661;121;55;45;broden;x
2662;121;155;45;broden;x
2663;121;155;145;broden;x
2664;221;155;145;broden;x
2665;221;255;145;broden;x
2666;221;255;245;broden;x
2667;43;4;16;broden;x
2668;143;4;16;broden;x
2669;143;104;16;broden;x
2670;143;104;116;broden;x
2671;243;104;116;broden;x
2672;243;204;116;broden;x
2673;243;204;216;broden;x
2674;16;43;4;broden;x
2675;116;43;4;broden;x
2676;116;143;4;broden;x
2677;116;143;104;broden;x
2678;216;143;104;broden;x
2679;216;243;104;broden;x
2680;216;243;204;broden;x
2681;43;14;24;broden;x
2682;143;14;24;broden;x
2683;143;114;24;broden;x
2684;143;114;124;broden;x
2685;243;114;124;broden;x
2686;243;214;124;broden;x
2687;243;214;224;broden;x
2688;23;45;34;broden;x
2689;123;45;34;broden;x
2690;123;145;34;broden;x
2691;123;145;134;broden;x
2692;223;145;134;broden;x
2693;223;245;134;broden;x
2694;223;245;234;broden;x
2695;74;66;94;broden;x
2696;174;66;94;broden;x
2697;174;166;94;broden;x
2698;174;166;194;broden;x
2699;94;55;64;broden;x
2700;194;55;64;broden;x
2701;194;155;64;broden;x
2702;194;155;164;broden;x
2703;194;255;164;broden;x
2704;31;1;6;broden;x
2705;131;1;6;broden;x
2706;131;101;6;broden;x
2707;131;101;106;broden;x
2708;231;101;106;broden;x
2709;231;201;106;broden;x
2710;231;201;206;broden;x
2711;21;34;7;broden;x
2712;121;34;7;broden;x
2713;121;134;7;broden;x
2714;121;134;107;broden;x
2715;221;134;107;broden;x
2716;221;234;107;broden;x
2717;221;234;207;broden;x
2718;84;94;64;broden;x
2719;184;94;64;broden;x
2720;184;194;64;broden;x
2721;184;194;164;broden;x
2722;11;9;48;broden;x
2723;111;9;48;broden;x
2724;111;109;48;broden;x
2725;111;109;148;broden;x
2726;211;109;148;broden;x
2727;211;209;148;broden;x
2728;211;209;248;broden;x
2729;48;11;9;broden;x
2730;148;11;9;broden;x
2731;148;111;9;broden;x
2732;148;111;109;broden;x
2733;248;111;109;broden;x
2734;248;211;109;broden;x
2735;248;211;209;broden;x
2736;64;87;34;broden;x
2737;164;87;34;broden;x
2738;164;187;34;broden;x
2739;164;187;134;broden;x
2740;164;187;234;broden;x
2741;54;51;3;broden;x
2742;154;51;3;broden;x
2743;154;151;3;broden;x
2744;154;151;103;broden;x
2745;254;151;103;broden;x
2746;254;251;103;broden;x
2747;254;251;203;broden;x
2748;16;24;14;broden;x
2749;116;24;14;broden;x
2750;116;124;14;broden;x
2751;116;124;114;broden;x
2752;216;124;114;broden;x
2753;216;224;114;broden;x
2754;216;224;214;broden;x
2755;64;87;99;broden;x
2756;164;87;99;broden;x
2757;164;187;99;broden;x
2758;164;187;199;broden;x
2759;97;96;99;broden;x
2760;197;96;99;broden;x
2761;197;196;99;broden;x
2762;197;196;199;broden;x
2763;17;13;14;broden;x
2764;117;13;14;broden;x
2765;117;113;14;broden;x
2766;117;113;114;broden;x
2767;217;113;114;broden;x
2768;217;213;114;broden;x
2769;217;213;214;broden;x
2770;33;14;8;broden;x
2771;133;14;8;broden;x
2772;133;114;8;broden;x
2773;133;114;108;broden;x
2774;233;114;108;broden;x
2775;233;214;108;broden;x
2776;233;214;208;broden;x
2777;154;58;97;broden;x
2778;154;158;97;broden;x
2779;154;158;197;broden;x
2780;21;24;26;broden;x
2781;121;24;26;broden;x
2782;121;124;26;broden;x
2783;121;124;126;broden;x
2784;221;124;126;broden;x
2785;221;224;126;broden;x
2786;221;224;226;broden;x
2787;26;54;7;broden;x
2788;126;54;7;broden;x
2789;126;154;107;broden;x
2790;226;154;107;broden;x
2791;226;254;107;broden;x
2792;226;254;207;broden;x
2793;87;74;79;broden;x
2794;187;74;79;broden;x
2795;187;174;79;broden;x
2796;187;174;179;broden;x
2797;46;78;46;broden;x
2798;146;78;46;broden;x
2799;146;178;46;broden;x
2800;146;178;146;broden;x
2801;146;178;246;broden;x
2802;246;178;246;broden;x
2803;54;58;97;broden;x
2804;126;154;7;broden;x
2805;77;34;7;harpy_mountain;x
2806;177;34;7;harpy_mountain;x
2807;177;134;7;harpy_mountain;x
2808;56;34;17;harpy_mountain;x
2809;156;34;17;harpy_mountain;x
2810;156;134;17;harpy_mountain;x
2811;156;134;117;harpy_mountain;x
2812;255;134;117;harpy_mountain;x
2813;255;234;117;harpy_mountain;x
2814;38;14;3;harpy_mountain;x
2815;138;14;3;harpy_mountain;x
2816;138;114;3;harpy_mountain;x
2817;138;114;103;harpy_mountain;x
2818;238;114;103;harpy_mountain;x
2819;238;214;103;harpy_mountain;x
2820;238;214;203;harpy_mountain;x
2821;25;24;21;harpy_mountain;x
2822;125;24;21;harpy_mountain;x
2823;125;124;21;harpy_mountain;x
2824;125;124;121;harpy_mountain;x
2825;225;124;121;harpy_mountain;x
2826;225;224;121;harpy_mountain;x
2827;225;224;221;harpy_mountain;x
2828;54;34;7;harpy_mountain;x
2829;154;34;7;harpy_mountain;x
2830;154;134;7;harpy_mountain;x
2831;154;134;107;harpy_mountain;x
2832;254;134;107;harpy_mountain;x
2833;254;234;107;harpy_mountain;x
2834;254;234;207;harpy_mountain;x
2835;64;34;87;harpy_mountain;x
2836;164;34;87;harpy_mountain;x
2837;164;134;87;harpy_mountain;x
2838;164;134;187;harpy_mountain;x
2839;164;234;187;harpy_mountain;x
2840;200;52;52;isles;x
2841;200;152;52;burning_sea;x
2842;200;152;152;burning_sea;x
2843;100;152;152;burning_sea;x
2844;1;152;152;burning_sea;x
2845;1;52;152;burning_sea;x
2846;1;52;52;burning_sea;x
2847;154;52;52;burning_sea;x
2848;32;64;57;burning_sea;x
2849;132;64;57;telcontar_sea;x
2850;132;164;57;telcontar_sea;x
2851;132;164;157;telcontar_sea;x
2852;232;164;157;telcontar_sea;x
2853;34;65;54;telcontar_sea;x
2854;134;65;54;telcontar_sea;x
2855;134;165;54;telcontar_sea;x
2856;134;165;154;telcontar_sea;x
2857;234;165;154;telcontar_sea;x
2858;234;165;54;telcontar_sea;x
2859;234;65;54;telcontar_sea;x
2860;13;12;36;south_path;x
2861;113;12;36;south_path;x
2862;113;112;36;south_path;x
2863;113;112;136;south_path;x
2864;213;112;136;south_path;x
2865;213;212;136;south_path;x
2866;213;212;236;artic_sea;x
2867;12;13;34;artic_sea;x
2868;112;13;34;artic_sea;x
2869;112;113;34;artic_sea;x
2870;112;113;134;artic_sea;x
2871;212;113;134;artic_sea;x
2872;212;213;134;artic_sea;x
2873;212;213;234;artic_sea;x
2874;24;27;26;telcontar_archipleago;x
2875;124;27;26;telcontar_archipleago;x
2876;124;127;26;telcontar_archipleago;x
2877;124;127;126;telcontar_archipleago;x
2878;224;127;126;telcontar_archipleago;x
2879;224;227;126;telcontar_archipleago;x
2880;224;227;226;telcontar_archipleago;x
2881;124;227;226;telcontar_archipleago;x
2882;124;127;226;telcontar_archipleago;x
2883;45;14;4;white_island;x
2884;145;14;4;white_island;x
2885;145;114;4;white_island;x
2886;145;114;104;white_island;x
2887;245;114;104;white_island;x
2888;245;214;104;white_island;x
2889;245;214;204;white_island;x
2890;145;214;204;white_island;x
2891;145;114;204;white_island;x
2892;76;64;55;north_white_mountains;x
2893;176;64;55;south_white_mountains;x
2894;176;164;55;burnung_sea_great;x
2895;176;164;155;lake_gold;x
2896;99;139;39;kalyso;x
2897;99;139;139;kalyso;x
2898;190;162;170;kalyso;x
2899;199;139;139;kalyso;x
2900;199;239;139;kalyso;x
2901;199;239;239;kalyso;x
2902;88;114;47;kalyso;x
2903;188;114;47;kalyso;x
2904;188;214;47;kalyso;x
2905;188;214;147;kalyso;x
2906;188;214;247;kalyso;x
2907;11;16;22;kalyso;x
2908;111;16;22;kalyso;x
2909;111;116;22;kalyso;x
2910;111;116;122;kalyso;x
2911;211;116;122;kalyso;x
2912;211;216;122;kalyso;x
2913;211;216;222;kalyso;x
2914;15;7;14;kalyso;x
2915;115;7;14;kalyso;x
2916;115;107;14;kalyso;x
2917;115;107;114;kalyso;x
2918;215;107;114;kalyso;x
2919;215;207;114;kalyso;x
2920;215;207;214;kalyso;x
2921;17;43;65;kalyso;x
2922;117;43;65;kalyso;x
2923;117;143;65;kalyso;x
2924;117;143;165;kalyso;x
2925;217;143;165;kalyso;x
2926;217;243;165;kalyso;x
2927;16;37;18;kalyso;x
2928;116;37;18;kalyso;x
2929;116;137;18;kalyso;x
2930;116;137;118;kalyso;x
2931;216;137;118;kalyso;x
2932;216;237;118;kalyso;x
2933;216;237;218;kalyso;x
2934;32;116;40;kalyso;x
2935;132;116;40;kalyso;x
2936;132;116;140;kalyso;x
2937;232;116;140;kalyso;x
2938;232;216;140;kalyso;x
2939;232;216;240;kalyso;x
2940;34;12;46;kalyso;x
2941;134;12;46;kalyso;x
2942;134;112;46;kalyso;x
2943;134;112;146;kalyso;x
2944;234;112;146;kalyso;x
2945;234;212;146;kalyso;x
2946;234;212;246;kalyso;x
2947;71;31;94;kalyso;x
2948;171;31;94;kalyso;x
2949;171;131;94;kalyso;x
2950;171;131;194;kalyso;x
2951;171;231;194;kalyso;x
2952;50;14;70;kalyso;x
2953;150;14;70;kalyso;x
2954;150;114;70;kalyso;x
2955;150;114;170;kalyso;x
2956;250;114;170;kalyso;x
2957;250;214;170;kalyso;x
2958;31;47;36;kalyso;x
2959;131;47;36;kalyso;x
2960;131;147;36;kalyso;x
2961;131;147;136;kalyso;x
2962;231;147;136;kalyso;x
2963;231;247;136;kalyso;x
2964;231;247;236;kalyso;x
2965;90;62;70;kalyso;x
2966;190;62;70;kalyso;x
2967;190;162;70;kalyso;x
2968;37;95;92;kalyso;x
2969;137;95;92;kalyso;x
2970;137;91;92;kalyso;x
2971;137;195;92;kalyso;x
2972;137;195;192;kalyso;x
2973;237;195;192;kalyso;x
2974;20;20;10;kalyso;x
2975;120;20;10;kalyso;x
2976;120;120;10;kalyso;x
2977;120;120;110;kalyso;x
2978;220;120;110;kalyso;x
2979;220;220;110;kalyso;x
2980;220;220;210;kalyso;x
2981;98;99;51;kalyso;x
2982;198;99;51;kalyso;x
2983;198;199;51;kalyso;x
2984;198;199;151;kalyso;x
2985;198;199;251;kalyso;x
2986;33;34;102;kalyso;x
2987;133;34;102;kalyso;x
2988;133;134;102;kalyso;x
2989;233;134;102;kalyso;x
2990;233;234;102;kalyso;x
2991;233;234;202;kalyso;x
2992;56;111;64;kalyso;x
2993;156;111;64;kalyso;x
2994;156;111;164;kalyso;x
2995;156;211;164;kalyso;x
2996;99;39;39;great_north;x
2997;188;114;147;kalyso;x
2998;150;214;170;kalyso;x
2999;49;34;9;kalyso;x
3000;149;34;9;kalyso;x
3001;149;134;9;kalyso;x
3002;149;134;109;kalyso;x
3003;249;134;109;kalyso;x
3004;249;234;109;kalyso;x
3005;249;234;209;kalyso;x
3006;16;8;71;kalyso;x
3007;116;8;71;kalyso;x
3008;116;108;71;kalyso;x
3009;116;108;171;kalyso;x
3010;216;108;171;kalyso;x
3011;216;208;171;kalyso;x
3012;8;4;3;kalyso;x
3013;108;4;3;kalyso;x
3014;108;104;3;kalyso;x
3015;108;104;103;kalyso;x
3016;208;104;103;kalyso;x
3017;208;204;103;kalyso;x
3018;208;204;203;kalyso;x
3019;38;14;26;kalyso;x
3020;138;14;26;kalyso;x
3021;138;114;26;kalyso;x
3022;138;114;126;kalyso;x
3023;238;114;126;kalyso;x
3024;238;214;126;kalyso;x
3025;238;214;226;kalyso;x
3026;97;87;64;kalyso;x
3027;197;87;64;kalyso;x
3028;197;187;64;kalyso;x
3029;34;87;96;forrest_mountains;x
3030;134;87;96;aya_mountains;x
3031;134;187;96;aya_mountains;x
3032;134;187;196;aya_mountains;x
3033;234;187;196;aya_mountains;x
3034;31;45;54;aya_mountains;x
3035;131;45;54;aya_mountains;x
3036;131;145;54;aya_mountains;x
3037;131;145;154;aya_mountains;x
3038;231;145;154;aya_mountains;x
3039;231;245;154;aya_mountains;x
3040;231;245;254;aya_mountains;x
3041;54;31;45;aya_mountains;x
3042;154;31;45;aya_mountains;x
3043;154;131;45;aya_mountains;x
3044;154;131;145;aya_mountains;x
3045;254;131;145;aya_mountains;x
3046;254;231;145;aya_mountains;x
3047;254;231;245;aya_mountains;x
3048;12;13;3;aya_mountains;x
3049;112;13;3;great_woods;x
3050;38;43;21;great_woods;x
3051;138;43;21;great_woods;x
3052;138;143;21;great_woods;x
3053;138;143;121;great_woods;x
3054;238;143;121;great_woods;x
3055;238;243;121;great_woods;x
3056;238;243;221;great_woods;x
3057;7;64;32;great_woods;x
3058;107;64;32;great_woods;x
3059;107;164;32;great_woods;x
3060;107;164;132;great_woods;x
3061;207;164;132;great_woods;x
3062;207;164;232;great_woods;x
3063;54;58;37;great_woods;x
3064;154;58;37;great_woods;x
3065;154;158;37;great_woods;x
3066;154;158;137;great_woods;x
3067;254;158;137;great_woods;x
3068;254;158;237;great_woods;x
3069;26;24;25;great_woods;x
3070;126;24;25;great_woods;x
3071;126;124;25;great_woods;x
3072;126;124;125;great_woods;x
3073;226;124;125;great_woods;x
3074;226;224;125;great_woods;x
3075;226;224;225;great_woods;x
3076;12;43;47;great_woods;x
3077;112;43;47;great_woods;x
3078;112;143;47;great_woods;x
3079;112;143;147;great_woods;x
3080;212;143;147;great_woods;x
3081;212;243;147;great_woods;x
3082;212;243;247;great_woods;x
3083;52;46;53;great_woods;x
3084;152;46;53;great_woods;x
3085;152;146;53;great_woods;x
3086;152;146;153;great_woods;x
3087;252;146;153;great_woods;x
3088;252;246;153;great_woods;x
3089;252;246;253;great_woods;x
3090;73;24;21;great_woods;x
3091;173;24;21;great_woods;x
3092;173;124;21;great_woods;x
3093;173;124;121;great_woods;x
3094;173;224;121;great_woods;x
3095;173;224;221;great_woods;x
3096;21;21;24;great_woods;x
3097;121;21;24;great_woods;x
3098;121;121;24;great_woods;x
3099;121;121;124;great_woods;x
3100;221;121;124;great_woods;x
3101;221;221;124;great_woods;x
3102;221;221;224;great_woods;x
3103;34;3;29;great_woods;x
3104;134;3;29;great_woods;x
3105;134;103;29;great_woods;x
3106;134;103;129;great_woods;x
3107;234;103;129;great_woods;x
3108;234;203;129;great_woods;x
3109;234;203;229;great_woods;x
3110;17;38;47;great_woods;x
3111;117;38;47;great_woods;x
3112;117;138;47;great_woods;x
3113;117;138;147;great_woods;x
3114;217;138;147;great_woods;x
3115;217;238;147;great_woods;x
3116;217;238;247;great_woods;x
3117;94;88;83;great_woods;x
3118;194;88;83;great_woods;x
3119;194;188;83;great_woods;x
3120;194;188;183;great_woods;x
3121;26;16;35;great_woods;x
3122;126;16;35;great_woods;x
3123;126;116;35;great_woods;x
3124;126;116;135;great_woods;x
3125;226;116;135;great_woods;x
3126;226;216;135;great_woods;x 
3127;226;216;235;great_woods;x
3128;19;27;22;great_woods;x
3129;119;27;22;great_woods;x
3130;119;127;22;great_woods;x
3131;119;127;122;great_woods;x
3132;219;127;122;great_woods;x
3133;219;227;122;great_woods;x
3134;219;227;222;great_woods;x
3135;8;13;51;great_woods;x
3136;108;13;51;great_woods;x
3137;108;113;51;great_woods;x
3138;108;113;151;great_woods;x
3139;208;113;151;great_woods;x
3140;208;213;151;great_woods;x
3141;208;213;251;great_woods;x
3142;34;22;5;great_woods;x
3143;134;22;5;great_woods;x
3144;134;122;5;great_woods;x
3145;134;122;105;great_woods;x
3146;234;122;105;great_woods;x
3147;114;59;59;great_woods;x
3148;214;59;59;great_woods;x
3149;214;159;59;great_woods;x
3150;214;159;159;great_woods;x
3151;23;43;47;great_woods;x
3152;123;43;47;great_woods;x
3153;123;143;47;great_woods;x
3154;123;143;147;great_woods;x
3155;223;143;147;great_woods;x
3156;223;243;147;great_woods;x
3157;223;243;247;great_woods;x
3158;36;4;16;great_woods;x
3159;136;4;16;great_woods;x
3160;136;104;16;great_woods;x
3161;136;104;116;great_woods;x
3162;236;104;116;great_woods;x
3163;236;204;116;great_woods;x
3164;236;204;216;great_woods;x
3165;16;36;4;great_woods;x
3166;116;36;4;great_woods;x
3167;116;136;4;great_woods;x
3168;116;136;104;great_woods;x
3169;216;136;104;great_woods;x
3170;216;236;104;great_woods;x
3171;216;236;204;great_woods;x
3172;76;64;34;great_woods;x
3173;176;64;34;great_woods;x
3174;176;164;34;great_woods;x
3175;176;164;134;great_woods;x
3176;176;164;234;great_woods;x
3177;94;87;96;great_woods;x
3178;194;87;96;great_woods;x
3179;194;187;96;great_woods;x
3180;194;187;196;great_woods;x
3181;7;64;38;great_woods;x
3182;107;64;38;great_woods;x
3183;107;164;38;great_woods;x
3184;107;164;138;great_woods;x
3185;207;164;138;great_woods;x
3186;207;164;238;great_woods;x
3187;68;99;98;great_woods;x
3188;168;99;98;great_woods;x
3189;168;199;98;great_woods;x
3190;168;199;198;great_woods;x
3191;52;38;39;great_woods;x
3192;152;38;39;great_woods;x
3193;152;138;39;great_woods;x
3194;152;138;139;great_woods;x
3195;252;138;139;great_woods;x
3196;252;238;139;great_woods;x
3197;252;238;239;great_woods;x
3198;34;22;13;frostpeak;x
3199;134;22;13;lake_myuir;x
3200;53;122;13;;x
3201;134;122;13;lake_tristane;x
3202;134;122;113;gerlos;x
3203;234;122;113;gerlos;x
3204;234;222;113;gerlos;x
3205;234;222;213;gerlos;x
3206;13;34;43;gerlos;x
3207;113;34;43;gerlos;x
3208;113;134;43;gerlos;x
3209;113;134;143;gerlos;x
3210;213;134;143;gerlos;x
3211;213;234;143;gerlos;x
3212;213;234;243;gerlos;x
3213;5;16;35;blackrock;x
3214;105;16;35;gerlos;x
3215;105;116;35;gerlos;x
3216;105;116;135;gerlos;x
3217;205;116;135;gerlos;x
3218;205;216;135;gerlos;x
3219;205;216;235;gerlos;x
3220;43;6;18;gerlos;x
3221;143;6;18;gerlos;x
3222;143;106;18;gerlos;x
3223;143;106;118;gerlos;x
3224;243;106;118;gerlos;x
3225;243;206;118;gerlos;x
3226;243;206;218;gerlos;x
3227;16;41;12;gerlos;x
3228;116;41;12;gerlos;x
3229;116;141;12;gerlos;x
3230;116;141;112;gerlos;x
3231;216;141;112;gerlos;x
3232;216;241;112;gerlos;x
3233;216;241;212;gerlos;x
3234;56;75;65;gerlos;x
3235;156;75;65;gerlos;x
3236;156;175;65;gerlos;x
3237;26;94;67;island;x
3238;126;94;67;island;x
3239;126;194;67;island;x
3240;126;194;167;azar-telcontar;x
3241;226;194;167;azar-telcontar;x
3242;226;94;167;azar-telcontar;x
3243;226;94;67;azar-telcontar;x
3244;124;255;232;aca_island;x
3245;24;255;232;aca_island;x
3246;56;12;36;fog_island_sea;x
3247;156;12;36;fog_island_sea;x
3248;156;112;36;fog_island_sea;x
3249;156;112;136;fog_island_sea;x
3250;156;212;136;fog_island_sea;x
3251;156;212;236;fog_island_sea;x
3252;24;71;21;fog_island_sea;x
3253;124;71;21;fog_island_sea;x
3254;124;171;21;fog_island_sea;x
3255;124;171;121;fog_island_sea;x
3256;224;171;121;fog_island_sea;x
3257;224;171;221;fog_island_sea;x
3258;39;48;13;fog_island_sea;x
3259;139;48;13;fog_island_sea;x
3260;139;148;13;fog_island_sea;x
3261;139;148;113;fog_island_sea;x
3262;239;148;113;fog_island_sea;x
3263;239;248;113;fog_island_sea;x
3264;239;248;213;fog_island_sea;x
3265;13;26;38;the_gate;x
3266;113;26;38;the_gate;x
3267;113;126;38;the_gate;x
3268;113;126;138;the_gate;x
3269;213;126;138;the_gate;x
3270;213;226;138;the_gate;x
3271;213;226;238;the_gate;x
3272;38;13;4;the_gate;x
3273;138;13;4;the_gate;x
3274;138;113;4;the_gate;x
3275;138;113;104;the_gate;x
3276;238;113;104;the_gate;x
3277;238;213;104;the_gate;x
3278;238;213;204;the_gate;x
3279;54;7;6;the_gate;x
3280;154;7;6;the_gate;x
3281;154;107;6;the_gate;x
3282;154;107;106;the_gate;x
3283;254;107;106;the_gate;x
3284;254;207;106;the_gate;x
3285;254;207;206;the_gate;x
3286;240;222;211;misty_mountains;x
3287;245;222;211;misty_mountains;x
3288;245;231;211;misty_mountains;x
3289;245;231;221;misty_mountains;x
3290;200;231;221;misty_mountains;x
3291;52;34;48;the_gate;x
3292;152;34;48;the_gate;x
3293;152;134;48;the_gate;x
3294;152;134;148;the_gate;x
3295;252;134;148;the_gate;x
3296;252;234;148;the_gate;x
3297;252;234;248;the_gate;x
3298;94;40;82;the_gate;x
3299;194;40;82;misty_desert;x
3300;24;36;41;lake;x
3301;124;36;41;lake;x
3302;124;136;41;lake;x
3303;124;136;141;lake;x
3304;114;116;109;hayas;x
3305;107;25;33;hayas;x
3306;107;124;132;hayas;x
3307;106;124;33;hayas;x
3308;7;25;33;hayas;x
3309;206;223;232;hayas;x
3310;114;116;10;hayas;x
3311;205;123;134;hayas;x
3312;14;15;11;hayas;x
3313;212;214;110;hayas;x
3314;212;214;210;hayas;x
3315;213;116;109;hayas;x
3316;114;17;10;hayas;x
3317;34;12;14;hayas;x
3318;134;12;14;hayas;x
3319;134;112;14;hayas;x
3320;134;112;114;hayas;x
3321;234;112;114;hayas;x
3322;234;212;114;hayas;x
3323;234;212;214;hayas;x
3324;1;24;28;hayas;x
3325;100;24;28;hayas;x
3326;100;124;28;hayas;x
3327;100;124;128;hayas;x
3328;200;124;128;hayas;x
3329;200;224;128;hayas;x
3330;200;224;228;hayas;x
3331;15;3;45;hayas;x
3332;115;3;45;hayas;x
3333;115;103;45;hayas;x
3334;115;103;145;hayas;x
3335;215;103;145;hayas;x
3336;215;203;145;hayas;x
3337;215;203;245;hayas;x
3338;24;29;17;hayas;x
3339;124;29;17;hayas;x
3340;124;129;17;hayas;x
3341;124;129;117;hayas;x
3342;224;129;117;hayas;x
3343;224;229;117;hayas;x
3344;224;229;217;hayas;x
3345;32;7;19;hayas;x
3346;132;7;19;hayas;x
3347;132;107;19;hayas;x
3348;132;107;119;hayas;x
3349;232;107;119;hayas;x
3350;232;207;119;hayas;x
3351;232;207;219;hayas;x
3352;13;24;31;hayas;x
3353;113;24;31;hayas;x
3354;113;124;31;hayas;x
3355;113;124;131;hayas;x
3356;213;124;131;hayas;x
3357;213;224;131;hayas;x
3358;213;224;231;hayas;x
3359;36;11;12;hayas;x
3360;136;11;12;hayas;x
3361;136;111;12;hayas;x
3362;136;111;112;hayas;x
3363;236;111;112;hayas;x
3364;236;211;112;hayas;x
3365;236;211;212;hayas;x
3366;12;36;18;hayas;x
3367;112;36;18;hayas;x
3368;112;136;18;hayas;x
3369;112;136;118;hayas;x
3370;212;136;118;hayas;x
3371;212;236;118;hayas;x
3372;212;236;218;hayas;x
3373;18;12;36;hayas;x
3374;118;12;36;hayas;x
3375;118;112;36;hayas;x
3376;118;112;136;hayas;x
3377;218;112;136;hayas;x
3378;218;212;136;hayas;x
3379;218;212;236;hayas;x
3380;25;24;28;hayas;x
3381;125;24;28;hayas;x
3382;125;124;28;hayas;x
3383;125;124;128;hayas;x
3384;225;124;128;hayas;x
3385;225;224;128;hayas;x
3386;225;224;228;hayas;x
3387;5;17;41;hayas;x
3388;105;17;41;hayas;x
3389;105;117;41;hayas;x
3390;105;117;141;hayas;x
3391;205;117;141;hayas;x
3392;205;217;141;hayas;x
3393;205;217;241;hayas;x
3394;55;87;92;birdmountain;x
3395;155;87;92;birdmountain;x
3396;155;187;92;birdmountain;x
3397;155;187;192;birdmountain;x
3398;255;187;192;birdmountain;x
3399;87;55;93;birdmountain;x
3400;187;55;93;birdmountain;x
3401;187;155;93;birdmountain;x
3402;187;155;193;birdmountain;x
3403;187;255;193;birdmountain;x
3404;205;117;41;hayas;x
3405;21;18;55;hayas;x
3406;121;18;55;hayas;x
3407;121;118;55;hayas;x
3408;121;118;155;hayas;x
3409;221;118;155;hayas;x
3410;221;218;155;hayas;x
3411;221;218;255;hayas;x
3412;6;140;68;hayas;x
3413;106;140;68;hayas;x
3414;106;240;68;hayas;x
3415;106;240;168;hayas;x
3416;1;1;9;asylorian_plain;x
3417;111;1;9;asylorian_mountains;x
3418;65;32;9;asylorian_plain;x
3419;165;32;9;asylorian_plain;x
3420;165;132;9;asylorian_plain;x
3421;165;132;109;asylorian_plain;x
3422;165;232;109;asylorian_plain;x
3423;165;232;209;asylorian_plain;x
3424;44;52;38;asylorian_plain;x
